"","University","Year","Status","GRE_SCORE","Eng_test","Test_score","Undergrad_score","work_ex","Univ_ranking","Major_tier","Season"
"1","Arizona State University",0,"Admit",310.853540334817,"ENG TEST",112,6.53,18,115,2,"Fall"
"2","Arizona State University",1,"Admit",305,"ENG TEST",112,7.1,0,115,2,"Fall"
"3","Arizona State University",1,"Admit",315,"TOEFL",104,7.7,3,115,2,"Fall"
"4","Arizona State University",1,"Admit",301,"TOEFL",93.9891430466368,8.012,60,115,2,"Fall"
"5","Arizona State University",1,"Admit",311,"IELTS",98,7.74,25,115,2,"Fall"
"6","Arizona State University",1,"Admit",312,"TOEFL",110,8.6,24,115,2,"Fall"
"7","Arizona State University",1,"Admit",307,"TOEFL",103,8,34,115,2,"Fall"
"8","Arizona State University",1,"Admit",321,"TOEFL",102,7.5,12,115,2,"Fall"
"9","Arizona State University",1,"Admit",306,"TOEFL",99,7.4,0,115,2,"Fall"
"10","Arizona State University",1,"Admit",310,"TOEFL",110,7.49,0,115,2,"Fall"
"11","Arizona State University",1,"Admit",310,"TOEFL",101,6.6,22,115,2,"Fall"
"12","Arizona State University",1,"Admit",306,"TOEFL",103,6.317,27,115,2,"Fall"
"13","Arizona State University",1,"Admit",305,"TOEFL",91,6.4,15,115,2,"Fall"
"14","Arizona State University",1,"Admit",313,"ENG TEST",112,7.5,38,115,2,"Fall"
"15","Arizona State University",1,"Admit",299,"TOEFL",88,8.3,30,115,2,"Fall"
"16","Arizona State University",0,"Admit",313.242896464641,"ENG TEST",112,8,0,115,2,"Fall"
"17","Arizona State University",1,"Admit",314,"TOEFL",91,7.93,16,115,2,"Fall"
"18","Arizona State University",1,"Admit",301,"ENG TEST",112,6.5,74,115,2,"Fall"
"19","Arizona State University",1,"Admit",305,"IELTS",106,8.2,31,115,2,"Fall"
"20","Arizona State University",1,"Admit",318,"TOEFL",111,6.68,6,115,2,"Fall"
"21","Arizona State University",1,"Reject",307,"TOEFL",96.502015390541,7.4,15,115,2,"Fall"
"22","Arizona State University",1,"Reject",308,"TOEFL",84,6.85,43,115,2,"Fall"
"23","Arizona State University",1,"Reject",301,"TOEFL",91,6.3,21,115,2,"Fall"
"24","Arizona State University",1,"Reject",298,"TOEFL",92.3881484716582,5.743,6,115,2,"Fall"
"25","Arizona State University",1,"Reject",310,"TOEFL",96,6.868,41,115,2,"Fall"
"26","Arizona State University",1,"Reject",312,"TOEFL",105,7.55,27,115,2,"Fall"
"27","Arizona State University",1,"Reject",301,"TOEFL",88,8.6,55,115,2,"Fall"
"28","Arizona State University",1,"Reject",300,"ENG TEST",112,6.3,7,115,2,"Fall"
"29","Arizona State University",1,"Reject",303,"TOEFL",90,6.7,14,115,2,"Fall"
"30","Arizona State University",1,"Reject",308,"TOEFL",84,6.894,43,115,2,"Fall"
"31","Arizona State University",1,"Reject",305,"TOEFL",98,5.363,18,115,2,"Fall"
"32","Arizona State University",1,"Reject",308,"TOEFL",102,7.09,0,115,2,"Fall"
"33","Arizona State University",1,"Reject",302,"IELTS",98,8.4,41,115,2,"Fall"
"34","Arizona State University",1,"Reject",309,"TOEFL",92.8340994743624,6.03,28,115,2,"Fall"
"35","Arizona State University",1,"Reject",303,"TOEFL",89,6.5,15,115,2,"Fall"
"36","Arizona State University",2,"Reject",316,"TOEFL",107,7.16,6,115,2,"Fall"
"37","Arizona State University",2,"Reject",302,"TOEFL",92,7.11,35,115,2,"Fall"
"38","Arizona State University",2,"Reject",311,"TOEFL",101,8.22,18,115,2,"Fall"
"39","Arizona State University",2,"Reject",308,"TOEFL",86,8.1,14,115,2,"Fall"
"40","Arizona State University",2,"Reject",299,"TOEFL",97,5.9,12,115,2,"Fall"
"49","Carnegie Mellon University",1,"Admit",308,"TOEFL",102,7.48,15,37,3,"Fall"
"50","Carnegie Mellon University",1,"Admit",315,"TOEFL",108,8.33,8,37,3,"Fall"
"51","Carnegie Mellon University",1,"Admit",321,"TOEFL",109,8.3,18,37,3,"Fall"
"52","Carnegie Mellon University",1,"Admit",310,"TOEFL",107,7.39,14,37,3,"Fall"
"53","Carnegie Mellon University",1,"Admit",315,"TOEFL",109,8.54,6,37,3,"Spring"
"54","Carnegie Mellon University",1,"Admit",315,"TOEFL",110,8.6,3,37,3,"Fall"
"55","Carnegie Mellon University",1,"Admit",329,"TOEFL",103.999169580219,7.5,144,37,3,"Fall"
"56","Carnegie Mellon University",1,"Admit",316,"IELTS",112,7.5,44,37,3,"Fall"
"57","Carnegie Mellon University",1,"Admit",316,"TOEFL",104,8.55,60,37,3,"Fall"
"58","Carnegie Mellon University",1,"Admit",317,"TOEFL",108.74952988602,8.57,16,37,3,"Fall"
"59","Carnegie Mellon University",1,"Admit",317,"TOEFL",112,8.72,36,37,3,"Fall"
"60","Carnegie Mellon University",1,"Admit",314,"TOEFL",108,6.65,24,37,3,"Fall"
"61","Carnegie Mellon University",1,"Admit",305,"TOEFL",109,8.6,25,37,3,"Fall"
"62","Carnegie Mellon University",1,"Admit",314,"TOEFL",109,7.7,38,37,3,"Fall"
"63","Carnegie Mellon University",1,"Admit",318,"TOEFL",103,9,27,37,3,"Fall"
"64","Carnegie Mellon University",1,"Admit",320,"TOEFL",111,7.98,30,37,3,"Fall"
"65","Carnegie Mellon University",1,"Admit",319.809301702169,"ENG TEST",112,8.34,0,37,3,"Fall"
"66","Carnegie Mellon University",1,"Admit",314,"TOEFL",108,7.71,22,37,3,"Fall"
"67","Carnegie Mellon University",1,"Admit",330,"TOEFL",116,8.19,0,37,3,"Fall"
"68","Carnegie Mellon University",1,"Admit",321,"TOEFL",106,7.8,36,37,3,"Fall"
"69","Carnegie Mellon University",0,"Reject",316.090371748033,"TOEFL",106,6.9,12,37,3,"Spring"
"70","Carnegie Mellon University",1,"Reject",321,"TOEFL",109,8.1,18,37,3,"Fall"
"71","Carnegie Mellon University",1,"Reject",318,"IELTS",109.044260080031,7.38,45,37,3,"Fall"
"72","Carnegie Mellon University",1,"Reject",319,"IELTS",98,8.545,7,37,3,"Fall"
"73","Carnegie Mellon University",1,"Reject",301,"ENG TEST",112,6.5,74,37,3,"Fall"
"74","Carnegie Mellon University",1,"Reject",322,"TOEFL",110,3.1,12,37,3,"Fall"
"75","Carnegie Mellon University",1,"Reject",324,"TOEFL",106,7.8,33,37,3,"Fall"
"76","Carnegie Mellon University",1,"Reject",325,"TOEFL",116,8.48,2,37,3,"Fall"
"77","Carnegie Mellon University",1,"Reject",321.448018984718,"TOEFL",107,7.65,31,37,3,"Fall"
"78","Carnegie Mellon University",1,"Reject",315,"TOEFL",109,6.72,29,37,3,"Fall"
"79","Carnegie Mellon University",1,"Reject",293,"TOEFL",101,8.72,20,37,3,"Fall"
"80","Carnegie Mellon University",1,"Reject",321,"TOEFL",108,6.322,21,37,3,"Fall"
"81","Carnegie Mellon University",1,"Reject",318,"TOEFL",109,6.75,13,37,3,"Fall"
"82","Carnegie Mellon University",1,"Reject",309,"TOEFL",105.498231381446,6.03,28,37,3,"Fall"
"83","Carnegie Mellon University",1,"Reject",314,"IELTS",112,7.72,20,37,3,"Fall"
"84","Carnegie Mellon University",1,"Reject",330,"TOEFL",107,9.23,15,37,3,"Fall"
"85","Carnegie Mellon University",1,"Reject",329,"TOEFL",110,7.4,4,37,3,"Fall"
"86","Carnegie Mellon University",1,"Reject",313,"ENG TEST",112,7.5,38,37,3,"Fall"
"87","Carnegie Mellon University",1,"Reject",317,"TOEFL",106,7.34,82,37,3,"Fall"
"88","Carnegie Mellon University",1,"Reject",320,"TOEFL",110,6.2,40,37,3,"Fall"
"89","Carnegie Mellon University",1,"Admit",316,"TOEFL",102,7.58,42,37,3,"Fall"
"90","Carnegie Mellon University",1,"Admit",320,"TOEFL",107,6.9,60,37,3,"Fall"
"91","Carnegie Mellon University",0,"Admit",316,"TOEFL",116,8.19,3,37,3,"Fall"
"92","Carnegie Mellon University",1,"Admit",322,"TOEFL",110,7.904,27,37,3,"Fall"
"93","Carnegie Mellon University",1,"Admit",334,"TOEFL",117,8.21,0,37,3,"Fall"
"94","Carnegie Mellon University",1,"Admit",324,"TOEFL",109,7.4,21,37,3,"Fall"
"95","Carnegie Mellon University",1,"Admit",317,"TOEFL",106,8.81,32,37,3,"Fall"
"96","Carnegie Mellon University",1,"Admit",316,"TOEFL",112,8.48,21,37,3,"Fall"
"97","Carnegie Mellon University",1,"Admit",317,"TOEFL",104,8.3,23,37,3,"Fall"
"98","Carnegie Mellon University",1,"Admit",323,"TOEFL",112,6.621,27,37,3,"Fall"
"99","Carnegie Mellon University",1,"Admit",315,"TOEFL",105,9.56,19,37,3,"Fall"
"100","Carnegie Mellon University",1,"Admit",314,"TOEFL",109,8.6,24,37,3,"Fall"
"101","Carnegie Mellon University",0,"Admit",317.592272402634,"ENG TEST",112,6.93,36,37,3,"Fall"
"102","Carnegie Mellon University",1,"Admit",318,"TOEFL",118,8.43,30,37,3,"Fall"
"103","Carnegie Mellon University",1,"Admit",319,"TOEFL",113,7.34,26,37,3,"Fall"
"104","Carnegie Mellon University",1,"Admit",326,"TOEFL",111,8.48,24,37,3,"Fall"
"105","Carnegie Mellon University",1,"Admit",329,"TOEFL",105,9.21,13,37,3,"Fall"
"106","Carnegie Mellon University",2,"Admit",320,"TOEFL",105,8.1,24,37,3,"Fall"
"107","Carnegie Mellon University",4,"Admit",318,"TOEFL",104,9.24,16,37,3,"Fall"
"108","Carnegie Mellon University",8,"Admit",324,"TOEFL",113,6.55,0,37,3,"Fall"
"109","Carnegie Mellon University",1,"Reject",329,"TOEFL",113,7.65,40,37,3,"Fall"
"110","Carnegie Mellon University",1,"Reject",309,"TOEFL",101,7.61,9,37,3,"Fall"
"111","Carnegie Mellon University",1,"Reject",314,"TOEFL",110,7.2,60,37,3,"Fall"
"112","Carnegie Mellon University",1,"Reject",316.761884439391,"TOEFL",104,8.15,33,37,3,"Fall"
"113","Carnegie Mellon University",1,"Reject",320,"TOEFL",108.560072866665,7.54,7,37,3,"Fall"
"114","Carnegie Mellon University",1,"Reject",322,"TOEFL",106,7.29,26,37,3,"Fall"
"115","Carnegie Mellon University",1,"Reject",315,"TOEFL",101,8.45,24,37,3,"Fall"
"116","Carnegie Mellon University",1,"Reject",321,"TOEFL",109,6,29,37,3,"Fall"
"117","Carnegie Mellon University",1,"Reject",319,"TOEFL",110,8.98,6,37,3,"Fall"
"118","Carnegie Mellon University",1,"Reject",307,"TOEFL",100,8.91,24,37,3,"Fall"
"119","Carnegie Mellon University",1,"Reject",325,"TOEFL",114,7.72,25,37,3,"Fall"
"120","Carnegie Mellon University",1,"Reject",321,"TOEFL",105.981157743788,9.45,11,37,3,"Fall"
"121","Carnegie Mellon University",8,"Reject",318.304213632413,"TOEFL",101,6.8,0,37,3,"Fall"
"122","Carnegie Mellon University",2,"Reject",320,"TOEFL",104,6.56,19,37,3,"Fall"
"123","Carnegie Mellon University",2,"Reject",311,"TOEFL",104,6.043,0,37,3,"Fall"
"124","Carnegie Mellon University",2,"Reject",317,"TOEFL",110,6.79,1,37,3,"Fall"
"125","Carnegie Mellon University",2,"Reject",316,"TOEFL",108,7.1,13,37,3,"Fall"
"126","Carnegie Mellon University",2,"Reject",308,"TOEFL",95,7.143,25,37,3,"Fall"
"127","Carnegie Mellon University",2,"Reject",313,"TOEFL",98,9.2,13,37,3,"Fall"
"128","Carnegie Mellon University",2,"Reject",332,"TOEFL",112,9.45,4,37,3,"Fall"
"140","Drexel University",1,"Admit",307.692531667181,"ENG TEST",112,5.4,0,94,3,"Fall"
"141","Drexel University",1,"Admit",308.259211706452,"TOEFL",103,6.1,2,94,3,"Fall"
"142","Drexel University",1,"Admit",309,"TOEFL",97,6.88,0,94,3,"Fall"
"143","Drexel University",1,"Admit",298,"TOEFL",93.1369681076351,5.743,6,94,3,"Fall"
"144","Drexel University",1,"Admit",300,"TOEFL",104,7.8,20,94,3,"Fall"
"145","Drexel University",1,"Admit",302,"IELTS",86,7.75,0,94,3,"Fall"
"146","Drexel University",1,"Admit",305,"TOEFL",96,8.4,4,94,3,"Fall"
"147","Drexel University",1,"Admit",309,"TOEFL",102,8,0,94,3,"Fall"
"148","Drexel University",1,"Admit",309,"TOEFL",93,7.445,4,94,3,"Fall"
"149","Drexel University",1,"Admit",302,"IELTS",98,8.22,8,94,3,"Fall"
"150","Drexel University",3,"Admit",301.584832959589,"IELTS",98,6,39,94,3,"Fall"
"151","Drexel University",1,"Admit",308,"TOEFL",100,6.79,27,94,3,"Spring"
"152","Drexel University",2,"Admit",302,"TOEFL",86,6.5,28,94,3,"Fall"
"153","Drexel University",2,"Admit",310,"ENG TEST",112,8.02,0,94,3,"Fall"
"154","Drexel University",2,"Admit",314,"TOEFL",114,6.81,6,94,3,"Spring"
"155","Drexel University",2,"Admit",314,"TOEFL",107,8.25,6,94,3,"Spring"
"156","Drexel University",3,"Admit",307,"TOEFL",101,8.42,41,94,3,"Fall"
"157","Drexel University",3,"Admit",310.238681813582,"ENG TEST",112,7.2,21,94,3,"Fall"
"158","Drexel University",3,"Admit",305,"IELTS",106,8,6,94,3,"Fall"
"159","Drexel University",1,"Reject",306,"TOEFL",92,6.33,1,94,3,"Fall"
"160","Drexel University",1,"Reject",309,"TOEFL",94,6.45,13,94,3,"Fall"
"161","Drexel University",2,"Reject",318,"TOEFL",113,5.97,20,94,3,"Fall"
"162","Drexel University",2,"Reject",302,"TOEFL",96,7.8,74,94,3,"Fall"
"163","Drexel University",3,"Reject",297,"TOEFL",86,6.22,32,94,3,"Fall"
"164","Drexel University",3,"Reject",318,"TOEFL",110,8.2,20,94,3,"Fall"
"165","University of Arizona",1,"Admit",326,"TOEFL",115,9.38,1,97,3,"Fall"
"166","University of Arizona",1,"Admit",308,"TOEFL",105,8.5,60,97,3,"Fall"
"167","University of Arizona",1,"Admit",317,"TOEFL",110,6.93,25,97,3,"Fall"
"168","University of Arizona",1,"Admit",315,"TOEFL",104,7.7,3,97,3,"Fall"
"169","University of Arizona",1,"Admit",301,"TOEFL",100.199025510794,8.012,60,97,3,"Fall"
"170","University of Arizona",1,"Admit",315,"TOEFL",104,6.97,18,97,3,"Fall"
"171","University of Arizona",1,"Admit",325,"TOEFL",115,9.12,4,97,3,"Fall"
"172","University of Arizona",1,"Admit",310.286567025299,"TOEFL",104,8.15,33,97,3,"Fall"
"173","University of Arizona",1,"Admit",319,"TOEFL",114,6.71,14,97,3,"Fall"
"174","University of Arizona",1,"Admit",309,"TOEFL",108,8.57,37,97,3,"Fall"
"175","University of Arizona",1,"Admit",312,"TOEFL",110,8.6,24,97,3,"Fall"
"176","University of Arizona",1,"Admit",305,"TOEFL",109,8.6,25,97,3,"Fall"
"177","University of Arizona",1,"Admit",325,"TOEFL",115,9.55,26,97,3,"Fall"
"178","University of Arizona",1,"Admit",324,"TOEFL",111.654866553516,8.57,23,97,3,"Fall"
"179","University of Arizona",1,"Admit",326,"TOEFL",111,6.01,42,97,3,"Fall"
"180","University of Arizona",1,"Admit",316,"TOEFL",112,8.48,21,97,3,"Fall"
"181","University of Arizona",1,"Admit",319,"IELTS",107.098522016306,7.31,0,97,3,"Fall"
"182","University of Arizona",1,"Admit",313,"TOEFL",101,6.82,42,97,3,"Fall"
"183","University of Arizona",1,"Admit",313,"TOEFL",107,8.96,0,97,3,"Fall"
"184","University of Arizona",1,"Admit",316,"TOEFL",103,8.101,13,97,3,"Fall"
"185","University of Arizona",1,"Reject",306,"TOEFL",98,10,0,97,3,"Fall"
"186","University of Arizona",1,"Reject",317,"TOEFL",101,6.7,18,97,3,"Fall"
"187","University of Arizona",1,"Reject",308,"TOEFL",84,6.85,43,97,3,"Fall"
"188","University of Arizona",1,"Reject",329,"TOEFL",115,6.6,0,97,3,"Fall"
"189","University of Arizona",1,"Reject",314,"TOEFL",111,7.15,3,97,3,"Fall"
"190","University of Arizona",1,"Reject",307,"IELTS",103.615399622564,7.61,0,97,3,"Fall"
"191","University of Arizona",1,"Reject",311,"TOEFL",110,6.6,50,97,3,"Fall"
"192","University of Arizona",1,"Reject",311,"TOEFL",101,7.2,24,97,3,"Fall"
"193","University of Arizona",1,"Reject",325,"TOEFL",116,8.48,2,97,3,"Fall"
"194","University of Arizona",1,"Reject",323,"TOEFL",110,8.55,0,97,3,"Fall"
"195","University of Arizona",1,"Reject",313,"TOEFL",104,7.2,19,97,3,"Fall"
"196","University of Arizona",0,"Reject",313.529239183029,"TOEFL",106,6.9,12,97,3,"Spring"
"197","University of Arizona",1,"Reject",298,"TOEFL",98.638764529109,7.12,1,97,3,"Fall"
"198","University of Arizona",1,"Reject",316,"TOEFL",102,7.76,54,97,3,"Fall"
"199","University of Arizona",1,"Reject",309,"TOEFL",103,7.41,13,97,3,"Fall"
"200","University of Arizona",1,"Reject",313,"TOEFL",97,7,23,97,3,"Fall"
"201","University of Arizona",1,"Reject",306,"TOEFL",99,7.4,0,97,3,"Fall"
"202","University of Arizona",1,"Reject",315,"IELTS",106,6.577,30,97,3,"Fall"
"203","University of Arizona",1,"Reject",293,"TOEFL",101,8.72,20,97,3,"Fall"
"204","University of Arizona",1,"Reject",305,"TOEFL",100,9,43,97,3,"Fall"
"205","Illinois Institute of Technology",1,"Admit",299,"TOEFL",84,8.64,67,103,3,"Fall"
"206","Illinois Institute of Technology",1,"Admit",293,"TOEFL",93,5.6,8,103,3,"Fall"
"207","Illinois Institute of Technology",1,"Admit",300,"IELTS",98,8.1,36,103,3,"Fall"
"208","Illinois Institute of Technology",1,"Admit",303,"TOEFL",91,7.7,1,103,3,"Fall"
"209","Illinois Institute of Technology",1,"Admit",305,"IELTS",69,6.9,26,103,3,"Fall"
"210","Illinois Institute of Technology",1,"Admit",296,"TOEFL",93,7,34,103,3,"Fall"
"211","Illinois Institute of Technology",1,"Admit",291,"IELTS",86,6.7,27,103,3,"Fall"
"212","Illinois Institute of Technology",1,"Admit",294,"TOEFL",93,5.4,35,103,3,"Fall"
"213","Illinois Institute of Technology",1,"Admit",306,"TOEFL",101.029631549252,8.04,40,103,3,"Fall"
"214","Illinois Institute of Technology",1,"Admit",296,"TOEFL",100,6.2,0,103,3,"Fall"
"215","Illinois Institute of Technology",1,"Admit",295,"IELTS",106,7.51,32,103,3,"Fall"
"216","Illinois Institute of Technology",1,"Admit",302,"IELTS",91.0562022587239,7.3,1,103,3,"Fall"
"217","Illinois Institute of Technology",1,"Admit",311,"IELTS",106,6.12,18,103,3,"Fall"
"218","Illinois Institute of Technology",1,"Admit",299,"IELTS",96.5043551322845,8.1,5,103,3,"Fall"
"219","Illinois Institute of Technology",1,"Admit",306,"TOEFL",99,6.45,0,103,3,"Fall"
"220","Illinois Institute of Technology",1,"Admit",300,"TOEFL",88,6,29,103,3,"Fall"
"221","Illinois Institute of Technology",1,"Admit",302,"TOEFL",92,6.6,24,103,3,"Fall"
"222","Illinois Institute of Technology",1,"Admit",307,"IELTS",69,6.9,26,103,3,"Fall"
"223","Illinois Institute of Technology",1,"Admit",305,"TOEFL",90.3360964676224,6.52,30,103,3,"Fall"
"224","Illinois Institute of Technology",1,"Admit",304,"IELTS",106,6.25,4,103,3,"Fall"
"225","Illinois Institute of Technology",1,"Reject",298,"TOEFL",82,6.22,0,103,3,"Fall"
"226","Illinois Institute of Technology",1,"Reject",300,"IELTS",86,6.27,0,103,3,"Fall"
"227","Illinois Institute of Technology",2,"Reject",308,"IELTS",96.8911168539091,5.64,0,103,3,"Fall"
"228","Illinois Institute of Technology",1,"Reject",289,"TOEFL",81,6.12,8,103,3,"Fall"
"229","Illinois Institute of Technology",1,"Reject",306,"TOEFL",104,5.8,5,103,3,"Fall"
"230","Illinois Institute of Technology",1,"Reject",300,"TOEFL",92,6,12,103,3,"Fall"
"231","Illinois Institute of Technology",1,"Reject",296,"TOEFL",90,5.67,8,103,3,"Fall"
"232","Illinois Institute of Technology",1,"Reject",290,"IELTS",106,7,48,103,3,"Fall"
"233","Illinois Institute of Technology",1,"Reject",307,"IELTS",98,5.4,31,103,3,"Fall"
"234","Illinois Institute of Technology",1,"Reject",304,"TOEFL",99,6.49,0,103,3,"Fall"
"235","Illinois Institute of Technology",1,"Reject",299,"IELTS",86,5.46,2,103,3,"Spring"
"236","Illinois Institute of Technology",1,"Reject",297,"IELTS",69,5.9,12,103,3,"Spring"
"237","Illinois Institute of Technology",1,"Reject",297,"IELTS",106,7.97,0,103,3,"Spring"
"238","Illinois Institute of Technology",1,"Reject",293,"IELTS",98,6.1,0,103,3,"Spring"
"239","Illinois Institute of Technology",2,"Reject",286,"IELTS",98,5.8,30,103,3,"Fall"
"240","Illinois Institute of Technology",2,"Reject",292,"TOEFL",80,5.8,55,103,3,"Fall"
"241","Illinois Institute of Technology",2,"Reject",302,"TOEFL",99,6.7,22,103,3,"Fall"
"242","Illinois Institute of Technology",2,"Reject",306,"TOEFL",103,5.2,1,103,3,"Fall"
"243","Illinois Institute of Technology",2,"Reject",305,"TOEFL",90,6.89,19,103,3,"Fall"
"244","Illinois Institute of Technology",2,"Reject",300,"TOEFL",90,5.5,4,103,3,"Fall"
"245","Iowa State University",1,"Admit",309,"IELTS",112,7.95,3,90,2,"Fall"
"246","Iowa State University",1,"Admit",316,"IELTS",112,8.87,18,90,2,"Fall"
"247","Iowa State University",2,"Admit",313,"TOEFL",105,6.9,11,90,2,"Fall"
"248","Iowa State University",1,"Admit",311,"IELTS",112,7.43,18,90,2,"Fall"
"249","Iowa State University",1,"Admit",321,"TOEFL",116,6.8,0,90,2,"Fall"
"250","Iowa State University",2,"Admit",325,"TOEFL",99,6.4,8,90,2,"Fall"
"251","Iowa State University",1,"Admit",305,"ENG TEST",112,7.97,39,90,2,"Fall"
"252","Iowa State University",1,"Admit",308,"TOEFL",100,8.6,34,90,2,"Fall"
"253","Iowa State University",1,"Admit",309,"ENG TEST",112,7,0,90,2,"Spring"
"254","Iowa State University",1,"Admit",313,"TOEFL",106,7.58,40,90,2,"Spring"
"255","Iowa State University",2,"Admit",307,"IELTS",98,7.69,33,90,2,"Fall"
"256","Iowa State University",2,"Admit",306,"TOEFL",97,8,55,90,2,"Fall"
"257","Iowa State University",2,"Admit",305,"TOEFL",99,7.22,72,90,2,"Fall"
"258","Iowa State University",2,"Admit",309,"TOEFL",106,7.28,20,90,2,"Fall"
"259","Iowa State University",2,"Admit",311,"TOEFL",109,7,29,90,2,"Fall"
"260","Iowa State University",2,"Admit",309,"TOEFL",97,7.7,43,90,2,"Fall"
"261","Iowa State University",2,"Admit",311,"TOEFL",102,6.598,25,90,2,"Fall"
"262","Iowa State University",2,"Admit",315,"TOEFL",100,8.06,42,90,2,"Fall"
"263","Iowa State University",2,"Admit",308,"TOEFL",99,6.25,56,90,2,"Fall"
"264","Iowa State University",2,"Admit",310,"TOEFL",103,7.5,20,90,2,"Fall"
"265","Iowa State University",1,"Reject",308,"IELTS",106,7.95,18,90,2,"Fall"
"266","Iowa State University",1,"Reject",304,"TOEFL",96,9.24,74,90,2,"Fall"
"267","Iowa State University",1,"Reject",307,"ENG TEST",112,7.5,4,90,2,"Fall"
"268","Iowa State University",1,"Reject",301,"TOEFL",84,7.67,50,90,2,"Fall"
"269","Iowa State University",1,"Reject",310,"TOEFL",107,6.71,12,90,2,"Fall"
"270","Iowa State University",0,"Reject",304,"TOEFL",104,8.7,16,90,2,"Spring"
"271","Iowa State University",1,"Reject",310,"TOEFL",106,6.89,25,90,2,"Spring"
"272","Iowa State University",2,"Reject",316,"TOEFL",98,8.98,22,90,2,"Fall"
"273","Iowa State University",2,"Reject",309,"TOEFL",106,7.17,29,90,2,"Fall"
"274","Iowa State University",2,"Reject",318,"TOEFL",113,5.97,20,90,2,"Fall"
"275","Iowa State University",2,"Reject",313,"TOEFL",101,6.6,17,90,2,"Fall"
"276","Iowa State University",2,"Reject",304,"TOEFL",101,7.86,8,90,2,"Fall"
"277","Iowa State University",2,"Reject",320,"TOEFL",112,5.7,48,90,2,"Fall"
"278","Iowa State University",2,"Reject",306,"TOEFL",90,7.23,17,90,2,"Fall"
"279","Iowa State University",2,"Reject",308,"TOEFL",107,7.03,11,90,2,"Spring"
"280","Iowa State University",2,"Reject",303,"TOEFL",108,6.26,33,90,2,"Spring"
"281","Iowa State University",2,"Reject",314,"TOEFL",101,7.351,46,90,2,"Spring"
"282","Iowa State University",3,"Reject",292,"TOEFL",92,6.5,30,90,2,"Fall"
"283","Iowa State University",3,"Reject",305,"TOEFL",92,7.12,36,90,2,"Fall"
"284","Iowa State University",3,"Reject",303,"IELTS",98,7.69,22,90,2,"Fall"
"285","Indiana University Bloomington",1,"Admit",325,"TOEFL",116,8.48,2,90,2,"Fall"
"286","Indiana University Bloomington",1,"Admit",303,"TOEFL",102,6.5,9,90,2,"Fall"
"287","Indiana University Bloomington",1,"Admit",320,"TOEFL",112,8.048,28,90,2,"Fall"
"288","Indiana University Bloomington",1,"Admit",325,"TOEFL",119,8.24,0,90,2,"Fall"
"289","Indiana University Bloomington",1,"Admit",315.709755584,"ENG TEST",112,8.5,28,90,2,"Fall"
"290","Indiana University Bloomington",1,"Admit",316,"TOEFL",103,8.101,13,90,2,"Fall"
"291","Indiana University Bloomington",1,"Admit",323,"TOEFL",103,7.92,7,90,2,"Fall"
"292","Indiana University Bloomington",1,"Admit",318,"TOEFL",118,8.43,30,90,2,"Fall"
"293","Indiana University Bloomington",1,"Admit",326,"TOEFL",115,9.38,1,90,2,"Fall"
"294","Indiana University Bloomington",1,"Admit",319,"TOEFL",113,9.3,11,90,2,"Fall"
"295","Indiana University Bloomington",1,"Admit",313,"TOEFL",111,8.5,31,90,2,"Fall"
"296","Indiana University Bloomington",1,"Admit",315.19853031347,"ENG TEST",112,7.4,12,90,2,"Fall"
"297","Indiana University Bloomington",1,"Admit",320,"ENG TEST",112,8.87,18,90,2,"Fall"
"298","Indiana University Bloomington",1,"Admit",315,"TOEFL",105,7.42,0,90,2,"Fall"
