"","University","Year","Status","GRE_SCORE","Eng_test","Test_score","Undergrad_score","work_ex","Univ_ranking","Major_tier","Season"
"299","Indiana University Bloomington",1,"Admit",319,"IELTS",109.370271702263,7.31,0,90,2,"Fall"
"300","Indiana University Bloomington",1,"Admit",319,"TOEFL",112,7.52,35,90,2,"Fall"
"301","Indiana University Bloomington",6,"Admit",312,"TOEFL",113,6.5,0,90,2,"Fall"
"302","Indiana University Bloomington",8,"Admit",317.455629110418,"TOEFL",101,6.8,0,90,2,"Fall"
"303","Indiana University Bloomington",8,"Admit",324,"TOEFL",113,6.55,0,90,2,"Fall"
"304","Indiana University Bloomington",7,"Admit",316,"TOEFL",100,6.23,0,90,2,"Fall"
"305","Indiana University Bloomington",1,"Reject",322,"TOEFL",110,7.904,27,90,2,"Fall"
"306","Indiana University Bloomington",1,"Reject",317,"TOEFL",114,6.152,36,90,2,"Fall"
"307","Indiana University Bloomington",1,"Reject",311,"TOEFL",101,7.2,24,90,2,"Fall"
"308","Indiana University Bloomington",1,"Reject",316,"TOEFL",114,7,26,90,2,"Fall"
"309","Indiana University Bloomington",1,"Reject",312,"TOEFL",108,7.14,6,90,2,"Fall"
"310","Indiana University Bloomington",1,"Reject",312,"TOEFL",110,8.6,24,90,2,"Fall"
"311","Indiana University Bloomington",1,"Reject",312,"TOEFL",105,6.486,18,90,2,"Fall"
"312","Indiana University Bloomington",1,"Reject",326,"TOEFL",113,6.85,44,90,2,"Fall"
"313","Indiana University Bloomington",1,"Reject",324,"TOEFL",110,6.358,16,90,2,"Fall"
"314","Indiana University Bloomington",1,"Reject",313,"ENG TEST",112,7.5,38,90,2,"Fall"
"315","Indiana University Bloomington",1,"Reject",322,"TOEFL",104,8.3,0,90,2,"Fall"
"316","Indiana University Bloomington",1,"Reject",319,"TOEFL",113,7.34,26,90,2,"Fall"
"317","Indiana University Bloomington",1,"Reject",324,"TOEFL",114,8.3,30,90,2,"Fall"
"318","Indiana University Bloomington",1,"Reject",312,"TOEFL",102,6.5,20,90,2,"Fall"
"319","Indiana University Bloomington",1,"Reject",320,"TOEFL",108,6.5,41,90,2,"Fall"
"320","Indiana University Bloomington",1,"Reject",312,"TOEFL",98,7.07,14,90,2,"Fall"
"321","Indiana University Bloomington",1,"Reject",308,"TOEFL",108,8.65,36,90,2,"Fall"
"322","Indiana University Bloomington",1,"Reject",314,"TOEFL",108,7.1,28,90,2,"Fall"
"323","Indiana University Bloomington",1,"Reject",306,"TOEFL",99,8.79,30,90,2,"Fall"
"324","Indiana University Bloomington",1,"Reject",315,"TOEFL",101,9.81,0,90,2,"Fall"
"331","Northeastern University",1,"Admit",298,"TOEFL",82,6.22,0,30,1,"Fall"
"332","Northeastern University",1,"Admit",305,"TOEFL",102,8.33,3,30,1,"Fall"
"333","Northeastern University",1,"Admit",313,"TOEFL",102,7.9,0,30,1,"Fall"
"334","Northeastern University",1,"Admit",306,"TOEFL",99,8.5,0,30,1,"Fall"
"335","Northeastern University",1,"Admit",306,"TOEFL",104,8.022,20,30,1,"Fall"
"336","Northeastern University",3,"Admit",312.403593626147,"ENG TEST",112,8.1,20,30,1,"Fall"
"337","Northeastern University",0,"Admit",303.074686669559,"IELTS",98,7,0,30,1,"Spring"
"338","Northeastern University",1,"Admit",296,"TOEFL",83,7.01,3,30,1,"Fall"
"339","Northeastern University",1,"Admit",309,"TOEFL",104,5.6,38,30,1,"Fall"
"340","Northeastern University",1,"Admit",331,"TOEFL",107,6.436,24,30,1,"Fall"
"341","Northeastern University",1,"Admit",303,"TOEFL",87,6.8,60,30,1,"Fall"
"342","Northeastern University",1,"Admit",303,"TOEFL",89,6.5,0,30,1,"Fall"
"343","Northeastern University",1,"Admit",306,"TOEFL",96,7.3,60,30,1,"Fall"
"344","Northeastern University",1,"Admit",305,"ENG TEST",112,7.24,51,30,1,"Fall"
"345","Northeastern University",1,"Admit",316.319071191423,"ENG TEST",112,5.5,48,30,1,"Fall"
"346","Northeastern University",1,"Admit",307,"TOEFL",97,6,0,30,1,"Fall"
"347","Northeastern University",1,"Admit",306.827349900954,"ENG TEST",112,6.28,0,30,1,"Fall"
"348","Northeastern University",1,"Admit",305,"TOEFL",100.264773436786,8.65,8,30,1,"Fall"
"349","Northeastern University",1,"Admit",299,"TOEFL",84,8.64,67,30,1,"Fall"
"350","Northeastern University",2,"Admit",302,"TOEFL",102,5.6,8,30,1,"Fall"
"351","Northeastern University",1,"Reject",293,"TOEFL",101,8.72,20,30,1,"Fall"
"352","Northeastern University",1,"Reject",301,"TOEFL",89.9951771843515,7.13,0,30,1,"Fall"
"353","Northeastern University",1,"Reject",298,"TOEFL",88.4958717283662,5.743,6,30,1,"Fall"
"354","Northeastern University",1,"Reject",292,"TOEFL",72,5.9,48,30,1,"Fall"
"355","Northeastern University",1,"Reject",289,"IELTS",98,7.853,24,30,1,"Spring"
"356","Northeastern University",1,"Reject",300,"TOEFL",97,7.1,5,30,1,"Spring"
"357","Northeastern University",2,"Reject",293,"TOEFL",87,5.92,11,30,1,"Fall"
"358","Northeastern University",2,"Reject",315,"TOEFL",111,8.12,25,30,1,"Fall"
"359","Northeastern University",2,"Reject",307,"TOEFL",99,6.035,20,30,1,"Fall"
"360","Northeastern University",2,"Reject",303,"TOEFL",88,7.01,23,30,1,"Fall"
"361","Northeastern University",3,"Reject",293,"TOEFL",107,7.7,0,30,1,"Fall"
"362","Northeastern University",2,"Reject",290,"TOEFL",86,8.25,48,30,1,"Spring"
"363","Northeastern University",3,"Reject",304,"TOEFL",90,6.6,46,30,1,"Fall"
"364","Northeastern University",3,"Reject",300,"TOEFL",99,7.3,0,30,1,"Fall"
"365","Northeastern University",3,"Reject",316,"TOEFL",107,7.7,40,30,1,"Fall"
"366","Northeastern University",3,"Reject",301,"TOEFL",92,7.1,20,30,1,"Fall"
"367","Northeastern University",3,"Reject",314,"TOEFL",109,7.18,0,30,1,"Fall"
"368","Northeastern University",3,"Reject",304,"ENG TEST",112,8.06,17,30,1,"Fall"
"373","New York University",0,"Admit",301.587661437541,"TOEFL",80,7.3,6,30,1,"Fall"
"374","New York University",2,"Admit",311,"TOEFL",107,5.2,35,30,1,"Fall"
"375","New York University",1,"Admit",323,"TOEFL",107,7.1,44,30,1,"Fall"
"376","New York University",1,"Admit",312,"TOEFL",104,7.61,20,30,1,"Fall"
"377","New York University",1,"Admit",313,"TOEFL",103.946064671558,8.03,60,30,1,"Fall"
"378","New York University",1,"Admit",307,"TOEFL",98.4120387986137,7.4,15,30,1,"Fall"
"379","New York University",1,"Admit",320,"TOEFL",107,6.9,60,30,1,"Fall"
"380","New York University",0,"Admit",316,"TOEFL",113,7.86,36,30,1,"Fall"
"381","New York University",1,"Admit",320,"ENG TEST",112,8,0,30,1,"Fall"
"382","New York University",1,"Admit",310,"TOEFL",103,7,88,30,1,"Fall"
"383","New York University",1,"Admit",330,"TOEFL",107.389581667573,6.5,24,30,1,"Fall"
"384","New York University",1,"Admit",311,"TOEFL",98,7.31,25,30,1,"Fall"
"385","New York University",1,"Admit",318,"TOEFL",104.057407712657,7.35,33,30,1,"Fall"
"386","New York University",1,"Admit",304,"TOEFL",92,7.2,16,30,1,"Fall"
"387","New York University",1,"Admit",311,"TOEFL",97,7.7,35,30,1,"Fall"
"388","New York University",1,"Admit",326,"TOEFL",111,6.01,42,30,1,"Fall"
"389","New York University",1,"Admit",308,"TOEFL",100,9.23,26,30,1,"Fall"
"390","New York University",1,"Admit",314,"TOEFL",100,7.6,41,30,1,"Fall"
"391","New York University",1,"Admit",320,"TOEFL",113,7.9,17,30,1,"Fall"
"392","New York University",1,"Admit",320,"TOEFL",100,9,34,30,1,"Fall"
"393","New York University",1,"Reject",310,"TOEFL",115,7.15,48,30,1,"Fall"
"394","New York University",1,"Reject",310,"TOEFL",90,7.1,6,30,1,"Fall"
"395","New York University",1,"Reject",312,"TOEFL",91,7.8,14,30,1,"Fall"
"396","New York University",1,"Reject",320,"TOEFL",100.77945723011,7.54,7,30,1,"Fall"
"397","New York University",1,"Reject",305,"ENG TEST",112,8.5,6,30,1,"Fall"
"398","New York University",1,"Reject",308.666830487908,"TOEFL",103,8.5,1,30,1,"Fall"
"399","New York University",1,"Reject",310,"TOEFL",95,8,0,30,1,"Spring"
"400","New York University",7,"Reject",316,"TOEFL",100,6.23,0,30,1,"Fall"
"401","New York University",2,"Reject",321,"TOEFL",104,8.54,10,30,1,"Fall"
"402","New York University",2,"Reject",313,"TOEFL",112,5.5,43,30,1,"Fall"
"403","New York University",2,"Reject",316,"TOEFL",102,6.7,9,30,1,"Fall"
"404","New York University",3,"Reject",320,"TOEFL",113,8.14,0,30,1,"Fall"
"405","New York University",3,"Reject",307,"TOEFL",98,6.49,30,30,1,"Fall"
"406","New York University",3,"Reject",306,"TOEFL",103,6.3,20,30,1,"Fall"
"407","New York University",4,"Reject",320,"TOEFL",108,6.6,0,30,1,"Fall"
"408","New York University",4,"Reject",315,"TOEFL",109,7,20,30,1,"Fall"
"409","New York University",4,"Reject",321,"TOEFL",113,7,12,30,1,"Fall"
"410","New York University",5,"Reject",302,"TOEFL",98,7.66,30,30,1,"Fall"
"411","New York University",5,"Reject",315,"TOEFL",109,7.006,10,30,1,"Fall"
"424","Rochester Institute of Technology",1,"Admit",306,"TOEFL",104,8.022,20,42,3,"Fall"
"425","Rochester Institute of Technology",1,"Admit",311,"TOEFL",102,6.28,27,42,3,"Fall"
"426","Rochester Institute of Technology",1,"Admit",299,"TOEFL",85,5.85,24,42,3,"Fall"
"427","Rochester Institute of Technology",1,"Admit",300,"TOEFL",103,9,30,42,3,"Fall"
"428","Rochester Institute of Technology",1,"Admit",317,"TOEFL",105,6.76,12,42,3,"Fall"
"429","Rochester Institute of Technology",2,"Admit",299,"TOEFL",93,6.6,48,42,3,"Fall"
"430","Rochester Institute of Technology",2,"Admit",304,"TOEFL",100,6.3,0,42,3,"Fall"
"431","Rochester Institute of Technology",2,"Admit",301,"TOEFL",85,6.2,37,42,3,"Fall"
"432","Rochester Institute of Technology",2,"Admit",312,"TOEFL",103,8,36,42,3,"Spring"
"433","Rochester Institute of Technology",3,"Admit",302,"TOEFL",98,7.7,0,42,3,"Fall"
"434","Rochester Institute of Technology",3,"Admit",301,"TOEFL",89,7.24,3,42,3,"Fall"
"435","Rochester Institute of Technology",3,"Admit",307,"TOEFL",102,6.1,28,42,3,"Fall"
"436","Rochester Institute of Technology",3,"Admit",297,"TOEFL",94,6.98,30,42,3,"Fall"
"437","Rochester Institute of Technology",3,"Admit",300,"IELTS",86,5.879,26,42,3,"Fall"
"438","Rochester Institute of Technology",3,"Admit",305,"TOEFL",104,7,6,42,3,"Fall"
"439","Rochester Institute of Technology",3,"Admit",302,"TOEFL",101,6.4,18,42,3,"Fall"
"440","Rochester Institute of Technology",3,"Admit",309,"TOEFL",104,7.3,30,42,3,"Fall"
"441","Rochester Institute of Technology",3,"Admit",303,"TOEFL",88,5.9,1,42,3,"Fall"
"442","Rochester Institute of Technology",3,"Admit",305,"IELTS",106,8,6,42,3,"Fall"
"443","Rochester Institute of Technology",3,"Admit",300,"TOEFL",98,7.18,54,42,3,"Fall"
"444","Rochester Institute of Technology",1,"Reject",328,"TOEFL",104,6,18,42,3,"Fall"
"445","Rochester Institute of Technology",2,"Reject",305,"TOEFL",95,7,1,42,3,"Fall"
"446","Rochester Institute of Technology",1,"Reject",293,"TOEFL",96,7.58,5,42,3,"Spring"
"447","Rochester Institute of Technology",2,"Reject",304,"TOEFL",95,6.1,0,42,3,"Spring"
"448","Rochester Institute of Technology",3,"Reject",294,"TOEFL",96,8.9,40,42,3,"Fall"
"449","Rochester Institute of Technology",3,"Reject",297,"TOEFL",92,5.668,24,42,3,"Fall"
"450","Rochester Institute of Technology",3,"Reject",302,"TOEFL",93,7.4,24,42,3,"Fall"
"451","Rochester Institute of Technology",3,"Reject",312,"TOEFL",107,5.3,11,42,3,"Fall"
"452","Rochester Institute of Technology",3,"Reject",294,"TOEFL",88,6.2,31,42,3,"Fall"
"453","Rochester Institute of Technology",3,"Reject",297,"TOEFL",86,6.22,32,42,3,"Fall"
"454","Rochester Institute of Technology",3,"Reject",307,"TOEFL",93,6.76,3,42,3,"Fall"
"455","Rochester Institute of Technology",3,"Reject",302,"TOEFL",85,5.8,18,42,3,"Fall"
"456","Rochester Institute of Technology",3,"Reject",318,"TOEFL",101,8.3,3,42,3,"Fall"
"457","Rochester Institute of Technology",3,"Reject",304,"ENG TEST",112,6.1,36,42,3,"Fall"
"458","Rochester Institute of Technology",4,"Reject",304,"TOEFL",97,6.1,0,42,3,"Fall"
"459","Rensselaer Polytechnic Institute",1,"Admit",318,"TOEFL",111,6.68,6,42,3,"Fall"
"460","Rensselaer Polytechnic Institute",1,"Admit",315,"TOEFL",99,7.6,0,42,3,"Fall"
"461","Rensselaer Polytechnic Institute",1,"Admit",322,"TOEFL",107,7.7,60,42,3,"Fall"
"462","Rensselaer Polytechnic Institute",2,"Admit",327,"TOEFL",104,7.28,9,42,3,"Fall"
"463","Rensselaer Polytechnic Institute",3,"Admit",324,"TOEFL",106,5.6,0,42,3,"Fall"
"464","Rensselaer Polytechnic Institute",3,"Admit",317,"IELTS",98,7.7,34,42,3,"Fall"
"465","Rensselaer Polytechnic Institute",3,"Admit",315,"TOEFL",107,7.71,0,42,3,"Fall"
"466","Rensselaer Polytechnic Institute",3,"Admit",320,"TOEFL",113,8.14,0,42,3,"Fall"
"467","Rensselaer Polytechnic Institute",6,"Admit",319,"TOEFL",114,6,30,42,3,"Fall"
"468","Rensselaer Polytechnic Institute",6,"Admit",322,"TOEFL",110,6.5,10,42,3,"Fall"
"469","Rensselaer Polytechnic Institute",4,"Admit",313,"TOEFL",100,6.2,10,42,3,"Fall"
"470","Rensselaer Polytechnic Institute",4,"Admit",321,"TOEFL",113,7,12,42,3,"Fall"
"471","Rensselaer Polytechnic Institute",2,"Reject",317,"IELTS",106,5.88,50,42,3,"Fall"
"472","Rensselaer Polytechnic Institute",3,"Reject",320,"TOEFL",101,8.36,0,42,3,"Fall"
"473","Rensselaer Polytechnic Institute",3,"Reject",309,"TOEFL",105,7.75,0,42,3,"Fall"
"480","Rutgers University-Newark",1,"Admit",303,"TOEFL",85,6.3,6,42,3,"Fall"
"481","Rutgers University-Newark",1,"Admit",300,"TOEFL",93,6.94,82,42,3,"Fall"
"482","Rutgers University-Newark",1,"Admit",294,"TOEFL",95,6.25,12,42,3,"Fall"
"483","Rutgers University-Newark",1,"Admit",294,"TOEFL",90,6.6,0,42,3,"Fall"
"484","Rutgers University-Newark",1,"Admit",298,"TOEFL",95,6.7,30,42,3,"Fall"
"485","Rutgers University-Newark",1,"Admit",303,"TOEFL",91,7.7,1,42,3,"Fall"
"486","Rutgers University-Newark",1,"Admit",303,"TOEFL",94.5798688177986,6,14,42,3,"Fall"
"487","Rutgers University-Newark",1,"Admit",293,"TOEFL",95,7.3,33,42,3,"Fall"
"488","Rutgers University-Newark",1,"Admit",291,"IELTS",86,6.7,27,42,3,"Fall"
"489","Rutgers University-Newark",1,"Admit",294,"TOEFL",93,5.4,35,42,3,"Fall"
"490","Rutgers University-Newark",1,"Admit",294,"TOEFL",94.5125710845279,8.69,16,42,3,"Fall"
"491","Rutgers University-Newark",1,"Admit",300,"TOEFL",96.0110527502034,6.7,56,42,3,"Fall"
"492","Rutgers University-Newark",1,"Admit",295,"TOEFL",93.9201564058731,6.4,26,42,3,"Fall"
"493","Rutgers University-Newark",1,"Admit",308,"TOEFL",95,3.5,3,42,3,"Fall"
"494","Rutgers University-Newark",1,"Admit",297,"TOEFL",101,6.8,19,42,3,"Fall"
"495","Rutgers University-Newark",1,"Admit",306,"TOEFL",98.40600683739,6.414,31,42,3,"Fall"
"496","Rutgers University-Newark",3,"Admit",299,"TOEFL",91,6.355,32,42,3,"Fall"
"497","Rutgers University-Newark",1,"Admit",307.520804952009,"ENG TEST",112,7.75,5,42,3,"Fall"
"498","Rutgers University-Newark",1,"Admit",310,"TOEFL",96,5.64,36,42,3,"Fall"
"499","Rutgers University-Newark",1,"Admit",310,"TOEFL",101.606883352412,7.7,2,42,3,"Fall"
"500","Rutgers University-Newark",1,"Reject",296,"IELTS",69,6,36,42,3,"Fall"
"501","Rutgers University-Newark",1,"Reject",310,"TOEFL",107,6.71,12,42,3,"Fall"
"502","Rutgers University-Newark",2,"Reject",313,"TOEFL",112,5.5,43,42,3,"Fall"
"503","Santa Clara University",2,"Admit",316,"TOEFL",113,6,0,100,3,"Fall"
"504","Santa Clara University",1,"Admit",304,"TOEFL",100,8.23,46,100,3,"Fall"
"505","Santa Clara University",1,"Admit",306,"TOEFL",104,7.5,34,100,3,"Fall"
"506","Santa Clara University",1,"Admit",298,"TOEFL",104,7.23,7,100,3,"Fall"
"507","Santa Clara University",1,"Admit",307,"TOEFL",106,6.4,30,100,3,"Fall"
"508","Santa Clara University",1,"Admit",301,"TOEFL",92,6.2,5,100,3,"Fall"
"509","Santa Clara University",1,"Admit",307,"TOEFL",97,7.2,52,100,3,"Fall"
"510","Santa Clara University",1,"Admit",322,"TOEFL",110,3.1,12,100,3,"Fall"
"511","Santa Clara University",1,"Admit",301,"TOEFL",100,6.34,37,100,3,"Fall"
"512","Santa Clara University",1,"Admit",317,"TOEFL",108,8.2,0,100,3,"Fall"
"513","Santa Clara University",1,"Admit",308,"TOEFL",100,6.4,29,100,3,"Fall"
"514","Santa Clara University",1,"Admit",306,"TOEFL",99,7.4,0,100,3,"Fall"
"515","Santa Clara University",1,"Admit",322,"TOEFL",107,7.447,28,100,3,"Fall"
"516","Santa Clara University",1,"Admit",307,"TOEFL",108,7.5,0,100,3,"Fall"
"517","Santa Clara University",1,"Admit",309,"TOEFL",94,8.66,2,100,3,"Fall"
"518","Santa Clara University",1,"Admit",319,"TOEFL",101,6.57,15,100,3,"Fall"
"519","Santa Clara University",1,"Admit",304,"TOEFL",96,9.24,74,100,3,"Fall"
"520","Santa Clara University",1,"Admit",317,"TOEFL",94,8,6,100,3,"Fall"
"521","Santa Clara University",1,"Admit",314,"ENG TEST",112,8.068,48,100,3,"Fall"
"522","Santa Clara University",1,"Admit",307,"TOEFL",101.783817980661,8.1,54,100,3,"Fall"
"523","Santa Clara University",2,"Reject",309,"TOEFL",94,5.4,6,100,3,"Fall"
"524","Santa Clara University",2,"Reject",298,"TOEFL",98,6.1,0,100,3,"Fall"
"525","Santa Clara University",2,"Reject",302,"TOEFL",93,7.1,30,100,3,"Fall"
"526","Santa Clara University",2,"Reject",294,"TOEFL",89,7.3,23,100,3,"Fall"
"527","Santa Clara University",2,"Reject",299,"IELTS",98,8.08,12,100,3,"Spring"
"528","Santa Clara University",3,"Reject",297,"TOEFL",81,6.6,17,100,3,"Fall"
"529","Santa Clara University",3,"Reject",303.196294425154,"ENG TEST",112,6.5,0,100,3,"Fall"
"530","Santa Clara University",1,"Reject",292,"TOEFL",85,5.1,8,100,3,"Fall"
"531","Santa Clara University",3,"Reject",298,"TOEFL",92,5.7,30,100,3,"Fall"
"532","Santa Clara University",3,"Reject",294,"TOEFL",106,6,0,100,3,"Fall"
"533","Santa Clara University",3,"Reject",281,"TOEFL",81,5.4,30,100,3,"Fall"
"534","Stevens Institute of Technology",0,"Admit",308,"TOEFL",100,6.47,38,69,3,"Spring"
"535","Stevens Institute of Technology",1,"Admit",298,"TOEFL",82,6.22,0,69,3,"Fall"
"536","Stevens Institute of Technology",1,"Admit",303,"TOEFL",85,6.3,6,69,3,"Fall"
"537","Stevens Institute of Technology",1,"Admit",306,"TOEFL",98,10,0,69,3,"Fall"
"538","Stevens Institute of Technology",1,"Admit",301,"TOEFL",107,6.5,41,69,3,"Fall"
"539","Stevens Institute of Technology",1,"Admit",299,"TOEFL",102,5.7,0,69,3,"Fall"
"540","Stevens Institute of Technology",0,"Admit",304,"TOEFL",90,8,61,69,3,"Spring"
"541","Stevens Institute of Technology",1,"Admit",300,"TOEFL",91,5.5,6,69,3,"Fall"
"542","Stevens Institute of Technology",1,"Admit",331,"TOEFL",107,6.436,24,69,3,"Fall"
"543","Stevens Institute of Technology",1,"Admit",301,"TOEFL",101,5.7,3,69,3,"Fall"
"544","Stevens Institute of Technology",1,"Admit",308,"TOEFL",102,7.09,0,69,3,"Fall"
"545","Stevens Institute of Technology",1,"Admit",309,"TOEFL",94,6.8,0,69,3,"Fall"
"546","Stevens Institute of Technology",1,"Admit",312,"IELTS",98,8.25,0,69,3,"Fall"
"547","Stevens Institute of Technology",1,"Admit",313,"TOEFL",103,6.5,0,69,3,"Fall"
"548","Stevens Institute of Technology",1,"Admit",306,"TOEFL",99,6.45,0,69,3,"Fall"
"549","Stevens Institute of Technology",1,"Admit",313,"TOEFL",103,7,0,69,3,"Fall"
"550","Stevens Institute of Technology",1,"Admit",304,"IELTS",99.6010065635349,7.08,26,69,3,"Fall"
"551","Stevens Institute of Technology",1,"Admit",297,"TOEFL",101,6.8,19,69,3,"Fall"
"552","Stevens Institute of Technology",1,"Admit",314,"TOEFL",108,6.65,24,69,3,"Fall"
"553","Stevens Institute of Technology",1,"Admit",310,"TOEFL",96,5.64,36,69,3,"Fall"
"554","Stevens Institute of Technology",1,"Reject",293,"TOEFL",98,6.4,45,69,3,"Fall"
"555","Stevens Institute of Technology",1,"Reject",295,"TOEFL",101,8.526,2,69,3,"Fall"
"556","Stevens Institute of Technology",1,"Reject",289,"TOEFL",95,6.446,30,69,3,"Fall"
"557","Stevens Institute of Technology",1,"Reject",298.908504488986,"TOEFL",93,6.2,45,69,3,"Fall"
"558","Stevens Institute of Technology",1,"Reject",299,"IELTS",112,5.938,0,69,3,"Fall"
"559","Stevens Institute of Technology",1,"Reject",294,"TOEFL",93,5.4,35,69,3,"Fall"
"560","Stevens Institute of Technology",1,"Reject",300,"TOEFL",92,6,12,69,3,"Fall"
"561","Stevens Institute of Technology",1,"Reject",292,"TOEFL",102,7.32,0,69,3,"Fall"
"562","Stevens Institute of Technology",1,"Reject",307,"TOEFL",86,6.4,7,69,3,"Fall"
"563","Stevens Institute of Technology",2,"Reject",289,"TOEFL",89,7,10,69,3,"Fall"
"564","Stevens Institute of Technology",2,"Reject",291,"TOEFL",93,6.802,1,69,3,"Fall"
"565","Stevens Institute of Technology",2,"Reject",299,"IELTS",106,6.56,6,69,3,"Fall"
"566","Stevens Institute of Technology",2,"Reject",299,"TOEFL",87,7.51,3,69,3,"Fall"
"567","Stevens Institute of Technology",2,"Reject",299,"TOEFL",90,5.5,12,69,3,"Spring"
"568","Stevens Institute of Technology",2,"Reject",302,"TOEFL",91,6.4,67,69,3,"Spring"
"569","Stevens Institute of Technology",2,"Reject",304,"TOEFL",95,6.1,0,69,3,"Spring"
"570","Stevens Institute of Technology",3,"Reject",300,"TOEFL",100,6.4,39,69,3,"Fall"
"571","Stevens Institute of Technology",3,"Reject",298,"TOEFL",88,7.54,30,69,3,"Fall"
"572","Stevens Institute of Technology",3,"Reject",295,"TOEFL",88,5.7,24,69,3,"Fall"
"573","Stevens Institute of Technology",3,"Reject",287,"IELTS",98,5.556,1,69,3,"Fall"
"574","University at Buffalo SUNY",1,"Admit",308,"TOEFL",105,8.5,60,97,3,"Fall"
"575","University at Buffalo SUNY",1,"Admit",301,"TOEFL",93,8.35,20,97,3,"Fall"
"576","University at Buffalo SUNY",1,"Admit",320,"TOEFL",117,5.942,30,97,3,"Fall"
"577","University at Buffalo SUNY",1,"Admit",317,"TOEFL",110,6.93,25,97,3,"Fall"
"578","University at Buffalo SUNY",1,"Admit",323,"TOEFL",109,8.03,13,97,3,"Fall"
"579","University at Buffalo SUNY",1,"Admit",304,"TOEFL",83,7.912,18,97,3,"Fall"
"580","University at Buffalo SUNY",1,"Admit",310,"TOEFL",90,7.1,6,97,3,"Fall"
"581","University at Buffalo SUNY",1,"Admit",314,"TOEFL",101.415985236692,6.328,40,97,3,"Fall"
"582","University at Buffalo SUNY",1,"Admit",318,"IELTS",106,8.17,0,97,3,"Fall"
"583","University at Buffalo SUNY",1,"Admit",314,"TOEFL",96,8,24,97,3,"Fall"
"584","University at Buffalo SUNY",1,"Admit",317,"TOEFL",108,8.2,0,97,3,"Fall"
"585","University at Buffalo SUNY",1,"Admit",314,"TOEFL",106.015289147179,8.7,30,97,3,"Fall"
"586","University at Buffalo SUNY",1,"Admit",310,"TOEFL",102,6,26,97,3,"Fall"
"587","University at Buffalo SUNY",1,"Admit",313,"TOEFL",103.841014778597,8.4,24,97,3,"Fall"
"588","University at Buffalo SUNY",1,"Admit",317,"TOEFL",101,6.7,18,97,3,"Fall"
"589","University at Buffalo SUNY",1,"Admit",308,"TOEFL",84,6.85,43,97,3,"Fall"
"590","University at Buffalo SUNY",1,"Admit",308,"IELTS",96.16469225391,7.31,23,97,3,"Fall"
"591","University at Buffalo SUNY",4,"Admit",311,"TOEFL",111,5.98,40,97,3,"Fall"
"592","University at Buffalo SUNY",1,"Admit",317,"IELTS",106,7.93,57,97,3,"Fall"
"593","University at Buffalo SUNY",1,"Admit",312,"TOEFL",92,7.52,50,97,3,"Fall"
"594","University at Buffalo SUNY",1,"Reject",305,"TOEFL",109,6.477,29,97,3,"Fall"
"595","University at Buffalo SUNY",1,"Reject",303,"TOEFL",91,7.7,1,97,3,"Fall"
"596","University at Buffalo SUNY",1,"Reject",309,"TOEFL",105,8.7,30,97,3,"Fall"
"597","University at Buffalo SUNY",1,"Reject",312,"TOEFL",101.91158215736,7.7,0,97,3,"Fall"
"598","University at Buffalo SUNY",1,"Reject",310,"TOEFL",107,7.39,14,97,3,"Fall"
"599","University at Buffalo SUNY",1,"Reject",308,"TOEFL",100,5.8,12,97,3,"Fall"
"600","University at Buffalo SUNY",1,"Reject",305,"TOEFL",88,9,40,97,3,"Fall"
"601","University at Buffalo SUNY",1,"Reject",307,"TOEFL",101,8.63,45,97,3,"Fall"
"602","University at Buffalo SUNY",1,"Reject",308,"TOEFL",101,7.3,9,97,3,"Fall"
"603","University at Buffalo SUNY",1,"Reject",306.973423248233,"TOEFL",90,8.2,48,97,3,"Fall"
